EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,Education,EducationField,DistanceFromHome,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,OverTime,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,RelationshipSatisfaction,PerformanceRating,Attrition
377,37,Male,Married,Research & Development,Research Scientist,1,4,Life Sciences,5,45585,11,0,4,1,0,0,2,3,No,Travel_Frequently,4,1,2,1,2,3,No
378,50,Male,Divorced,Sales,Sales Executive,2,2,Human Resources,11,66392,14,2,15,8,3,7,1,2,No,Travel_Rarely,4,4,2,1,4,3,No
379,26,Male,Divorced,Research & Development,Manufacturing Director,1,3,Medical,1,46196,21,0,3,0,0,0,1,3,No,Travel_Rarely,3,2,2,3,2,4,No
380,36,Male,Single,Research & Development,Research Scientist,2,3,Human Resources,6,72588,19,3,13,8,2,1,3,3,Yes,Travel_Rarely,1,3,3,3,1,3,No
381,29,Female,Married,Sales,Sales Executive,3,5,Life Sciences,1,65814,16,2,7,6,3,3,2,2,No,Travel_Rarely,4,4,3,4,4,3,No
382,39,Female,Single,Research & Development,Laboratory Technician,1,2,Medical,10,48889,23,1,3,1,0,1,1,4,No,Travel_Rarely,3,2,3,4,4,3,No
383,25,Female,Divorced,IT,Data Analyst,1,1,Medical,1,59811,17,0,1,0,0,0,3,0,Yes,Travel_Rarely,1,3,3,4,4,3,No
384,36,Female,Single,IT,IT Manager,4,3,Life Sciences,23,109652,14,1,11,9,4,5,5,4,Yes,Travel_Rarely,2,3,2,4,4,3,No
385,33,Male,Single,Sales,Sales Representative,4,5,Medical,4,96050,11,0,14,13,10,1,3,4,No,Travel_Rarely,3,2,3,4,2,3,No
386,39,Male,Single,Finance,Financial Analyst,3,3,Marketing,23,87502,11,1,5,5,4,2,0,5,No,Travel_Rarely,4,4,2,4,4,4,No
387,27,Female,Married,Research & Development,Research Scientist,2,2,Marketing,4,60854,14,0,9,7,6,6,2,1,No,Travel_Rarely,4,4,3,4,4,3,No
388,38,Male,Married,Research & Development,Laboratory Technician,3,2,Medical,10,70313,11,0,12,7,2,4,2,1,No,Travel_Rarely,1,1,3,3,2,3,Yes
389,26,Female,Married,Finance,Finance Manager,1,3,Marketing,6,50735,11,0,3,3,2,3,4,1,No,Non-Travel,2,3,4,1,1,3,No
390,52,Female,Divorced,Research & Development,Manufacturing Director,3,3,Human Resources,4,69878,11,1,10,7,3,1,1,3,Yes,Travel_Rarely,4,4,3,3,4,3,No
391,32,Male,Single,Research & Development,Laboratory Technician,2,2,Life Sciences,5,63422,15,2,6,2,1,2,3,2,No,Travel_Rarely,3,4,3,2,4,4,No
392,52,Male,Married,Research & Development,R&D Manager,2,3,Medical,6,71495,11,1,11,5,4,2,1,3,No,Travel_Rarely,4,4,3,4,1,3,No
393,50,Female,Single,Sales,Sales Representative,2,3,Technical Degree,3,63607,16,1,11,5,4,5,3,2,Yes,Travel_Frequently,2,1,3,3,4,3,Yes
394,26,Male,Divorced,Finance,Accountant,3,1,Medical,2,85976,18,0,7,5,4,1,4,2,No,Travel_Rarely,3,3,3,3,3,3,No
395,39,Male,Married,Research & Development,Manufacturing Director,4,4,Human Resources,1,104090,14,2,14,9,6,0,1,2,No,Travel_Rarely,2,2,3,3,4,4,No
396,28,Female,Single,Finance,Accountant,2,4,Medical,1,78747,12,0,7,5,1,2,0,2,No,Travel_Rarely,3,2,4,2,4,3,No
397,39,Male,Single,Research & Development,Laboratory Technician,2,3,Medical,1,69593,12,0,16,10,8,2,4,4,No,Travel_Rarely,4,4,1,1,4,3,No
398,38,Male,Married,Research & Development,Laboratory Technician,3,2,Other,10,93421,14,3,11,8,5,0,1,4,Yes,Travel_Rarely,3,4,2,3,4,4,No
399,23,Female,Married,Sales,Sales Manager,1,5,Human Resources,1,37687,12,1,5,1,0,0,2,0,No,Travel_Rarely,2,2,4,4,3,3,No
400,46,Female,Single,IT,Software Engineer,1,4,Marketing,2,62819,20,2,10,3,2,3,1,1,Yes,Travel_Rarely,1,4,3,4,4,3,No
401,37,Female,Single,Research & Development,Manufacturing Director,1,5,Technical Degree,9,48784,20,1,2,0,0,0,2,4,No,Travel_Frequently,2,3,4,3,3,3,No
402,29,Female,Married,Research & Development,R&D Manager,1,4,Medical,7,48692,20,1,3,0,0,0,3,2,No,Travel_Rarely,3,1,3,3,2,3,No
403,39,Female,Single,Research & Development,Laboratory Technician,2,4,Technical Degree,3,62869,11,0,6,4,2,0,3,3,No,Travel_Rarely,3,4,3,2,3,4,No
404,33,Male,Divorced,Research & Development,R&D Manager,1,3,Marketing,3,53232,17,1,2,0,0,0,3,1,Yes,Travel_Rarely,3,3,2,3,4,3,No
405,38,Male,Single,IT,IT Manager,3,3,Technical Degree,5,105984,13,2,7,4,3,3,5,3,No,Travel_Rarely,3,3,3,4,3,3,No
406,45,Male,Divorced,Research & Development,Manufacturing Director,1,4,Life Sciences,1,56212,11,0,1,1,0,0,5,2,No,Travel_Rarely,4,4,2,4,4,3,No
407,40,Male,Divorced,Finance,Accountant,4,2,Life Sciences,23,93119,12,0,13,9,5,3,3,2,Yes,Travel_Rarely,1,3,4,2,4,3,Yes
408,24,Male,Married,Sales,Sales Manager,1,3,Medical,2,48289,23,0,5,0,0,0,3,0,No,Travel_Frequently,4,4,4,3,3,3,No
409,40,Female,Married,Research & Development,R&D Manager,4,2,Technical Degree,6,94158,15,0,15,12,11,0,1,2,No,Travel_Rarely,4,4,2,4,4,3,No
410,36,Male,Divorced,Sales,Sales Representative,1,3,Medical,11,47050,11,0,4,0,0,0,1,2,Yes,Travel_Rarely,4,2,3,4,4,3,No
411,35,Male,Single,IT,Software Engineer,1,3,Medical,4,51615,14,0,2,1,0,0,2,4,No,Travel_Rarely,2,1,4,3,3,3,No
412,30,Female,Divorced,Research & Development,Research Scientist,1,5,Marketing,11,43526,17,2,11,4,2,4,1,5,No,Travel_Rarely,4,1,4,1,3,3,No
413,37,Male,Married,Research & Development,Manufacturing Director,5,3,Life Sciences,9,136809,11,3,19,12,11,1,2,2,No,Travel_Rarely,2,1,4,1,2,3,No
414,45,Male,Divorced,Human Resources,HR Manager,1,2,Marketing,4,34655,16,3,11,7,2,2,2,1,Yes,Non-Travel,3,3,4,2,4,4,No
415,46,Male,Single,Research & Development,R&D Manager,4,3,Marketing,4,92020,12,2,9,8,6,0,1,3,No,Travel_Frequently,4,2,3,4,4,3,No
416,30,Female,Single,Research & Development,Manufacturing Director,3,4,Human Resources,11,91985,18,1,7,4,1,1,4,0,Yes,Non-Travel,4,4,1,4,4,3,No
417,32,Male,Single,IT,Data Analyst,1,4,Technical Degree,1,57537,17,1,0,0,0,0,1,5,Yes,Non-Travel,3,4,1,3,2,3,No
418,40,Female,Married,Research & Development,R&D Manager,3,2,Other,4,73082,14,1,15,10,8,4,4,1,No,Travel_Rarely,1,1,3,3,4,3,No
419,20,Female,Married,Finance,Finance Manager,1,4,Medical,5,58680,11,2,2,0,0,0,7,3,Yes,Non-Travel,4,2,2,3,4,3,Yes
420,20,Female,Married,Research & Development,R&D Manager,1,2,Medical,3,48318,19,0,2,0,0,0,3,3,Yes,Travel_Rarely,4,3,2,1,3,3,Yes
421,32,Female,Divorced,IT,Data Analyst,2,3,Other,3,76851,14,0,11,5,1,0,1,4,No,Travel_Frequently,4,3,4,4,4,3,No
422,46,Female,Divorced,Sales,Sales Representative,2,2,Other,1,58165,11,1,9,7,4,1,4,2,No,Travel_Rarely,3,4,3,3,2,4,No
423,32,Female,Married,IT,Data Analyst,2,4,Technical Degree,11,77780,14,0,4,3,2,1,2,4,No,Travel_Frequently,4,4,3,4,3,3,No
424,44,Male,Married,Research & Development,R&D Manager,2,1,Life Sciences,7,56660,19,0,4,0,0,0,1,2,No,Travel_Frequently,3,2,3,3,2,3,No
425,43,Female,Single,Sales,Sales Representative,2,3,Life Sciences,24,52887,13,1,13,8,7,2,3,2,No,Travel_Rarely,3,4,3,4,2,3,No
426,30,Male,Married,Research & Development,Research Scientist,2,4,Medical,13,72646,13,0,8,5,1,1,2,5,No,Travel_Rarely,2,3,2,3,4,4,No
427,32,Female,Married,Finance,Accountant,1,2,Human Resources,7,44326,11,1,7,2,0,1,6,4,No,Travel_Rarely,1,3,3,2,3,3,No
428,23,Female,Married,Sales,Sales Executive,1,3,Other,19,38281,16,1,5,3,1,3,3,2,No,Travel_Rarely,4,4,4,4,4,4,Yes
429,31,Male,Single,Research & Development,Laboratory Technician,1,3,Marketing,3,46773,14,0,3,3,1,0,2,4,No,Travel_Rarely,2,2,3,1,3,3,Yes
430,46,Female,Married,IT,IT Manager,1,4,Other,3,54662,17,0,7,4,2,3,4,5,No,Travel_Rarely,4,1,3,1,3,3,No
431,25,Female,Married,Research & Development,Manufacturing Director,1,5,Technical Degree,11,47981,17,2,7,5,2,0,4,2,No,Non-Travel,3,4,3,4,3,3,No
432,37,Female,Married,IT,IT Manager,2,3,Human Resources,4,86114,15,0,1,1,0,1,1,1,No,Non-Travel,1,4,2,3,4,3,No
433,27,Female,Married,Finance,Finance Manager,1,4,Life Sciences,8,43624,17,0,6,3,2,0,4,4,Yes,Travel_Frequently,2,4,4,2,3,3,No
434,23,Female,Single,Sales,Sales Executive,2,3,Human Resources,6,61953,11,2,3,0,0,0,3,4,No,Non-Travel,3,1,3,2,3,3,No
435,50,Male,Single,Sales,Sales Executive,2,3,Life Sciences,6,49059,16,0,5,2,0,2,5,1,No,Travel_Rarely,2,4,4,4,2,3,No
436,52,Male,Divorced,Research & Development,Research Scientist,2,4,Medical,1,63598,11,2,9,3,0,0,0,3,No,Travel_Rarely,4,2,2,3,2,3,No
437,30,Male,Single,Research & Development,R&D Manager,3,3,Medical,16,91678,18,1,12,10,9,3,3,4,Yes,Travel_Rarely,3,3,3,3,3,3,No
438,32,Male,Married,Finance,Finance Manager,1,2,Medical,1,48378,16,0,4,1,0,1,5,0,No,Travel_Rarely,2,1,4,3,4,3,No
439,27,Male,Divorced,Research & Development,Laboratory Technician,3,4,Medical,16,94956,11,1,9,5,4,0,2,2,No,Travel_Frequently,2,4,3,2,2,4,No
440,34,Female,Single,Finance,Financial Analyst,1,2,Human Resources,12,51693,12,0,8,2,1,0,6,2,Yes,Travel_Rarely,1,4,3,3,4,3,No
441,20,Male,Married,Research & Development,R&D Manager,2,3,Human Resources,1,56710,18,1,2,0,0,0,4,3,No,Non-Travel,3,4,3,2,3,3,No
442,46,Male,Married,Research & Development,R&D Manager,1,4,Other,12,52662,13,0,5,0,0,0,1,3,No,Travel_Rarely,4,3,3,4,4,3,No
443,35,Male,Single,Research & Development,Research Scientist,1,3,Technical Degree,1,50339,21,1,5,1,0,0,1,4,Yes,Travel_Rarely,4,2,2,2,4,3,Yes
444,42,Male,Married,IT,Software Engineer,3,4,Marketing,10,106830,11,0,16,11,6,1,5,4,Yes,Travel_Rarely,4,2,2,2,3,3,No
445,39,Female,Single,Research & Development,R&D Manager,2,4,Other,10,58499,18,0,3,3,2,2,3,4,No,Travel_Rarely,4,4,2,2,4,3,No
446,28,Female,Married,Research & Development,Manufacturing Director,1,2,Technical Degree,19,50371,15,2,7,6,5,3,4,3,No,Travel_Rarely,2,2,3,2,2,3,No
447,36,Female,Divorced,Sales,Sales Representative,1,4,Technical Degree,14,37915,14,1,9,2,1,0,2,2,No,Travel_Rarely,3,3,3,3,3,3,No
448,42,Male,Single,Research & Development,Laboratory Technician,2,2,Human Resources,1,77397,20,1,3,1,0,1,3,4,No,Travel_Frequently,3,3,2,3,4,3,No
449,31,Male,Married,Sales,Sales Representative,2,3,Human Resources,7,63917,17,1,4,1,0,0,0,2,No,Travel_Frequently,4,3,3,3,2,3,No
450,25,Male,Single,Sales,Sales Manager,2,4,Marketing,1,63799,21,0,1,1,0,1,2,1,No,Travel_Rarely,3,4,2,3,3,3,Yes
451,38,Male,Married,Research & Development,Laboratory Technician,2,3,Technical Degree,4,56481,14,1,9,7,4,3,3,2,No,Travel_Rarely,3,2,4,3,4,3,No
452,38,Male,Divorced,Sales,Sales Representative,2,3,Medical,4,52096,22,1,15,11,6,0,3,2,No,Travel_Rarely,4,1,4,4,4,3,No
453,36,Female,Single,Research & Development,Manufacturing Director,3,3,Medical,2,78641,12,1,11,5,2,0,5,1,No,Travel_Rarely,3,4,3,1,2,3,No
454,46,Female,Single,Human Resources,HR Executive,1,3,Medical,1,32667,14,2,13,7,4,1,4,3,No,Travel_Rarely,4,2,2,3,4,3,Yes
455,35,Female,Single,Sales,Sales Representative,1,3,Medical,1,36801,12,2,5,3,0,3,1,0,Yes,Travel_Frequently,1,3,4,4,3,3,No
456,28,Female,Married,IT,IT Support,2,1,Life Sciences,8,78240,17,0,10,8,5,1,2,2,Yes,Travel_Rarely,4,4,3,1,1,3,Yes
457,48,Male,Married,Research & Development,R&D Manager,2,3,Life Sciences,24,67792,12,0,16,10,5,2,3,2,Yes,Travel_Rarely,4,3,4,4,3,3,No
458,42,Male,Married,IT,Software Engineer,2,3,Human Resources,4,79365,12,0,13,10,4,1,4,2,No,Travel_Rarely,4,4,4,2,2,4,No
459,31,Male,Single,Sales,Sales Manager,1,2,Life Sciences,9,38252,11,0,11,5,2,5,1,5,No,Travel_Rarely,2,3,2,3,3,3,Yes
460,26,Female,Married,Research & Development,Research Scientist,1,5,Human Resources,8,57516,13,1,7,1,0,1,5,1,No,Non-Travel,4,1,4,4,2,3,Yes
461,35,Male,Single,Research & Development,Laboratory Technician,1,3,Life Sciences,6,49821,11,0,8,4,2,0,3,2,No,Travel_Rarely,4,1,3,3,4,3,No
462,36,Female,Single,Research & Development,R&D Manager,1,5,Other,34,50185,11,1,9,3,1,1,4,4,No,Travel_Rarely,4,4,3,2,1,3,No
463,29,Male,Single,Sales,Sales Executive,1,2,Other,14,48888,15,0,3,2,1,2,6,4,Yes,Travel_Rarely,3,2,3,2,2,3,Yes
464,21,Male,Married,Sales,Sales Executive,1,2,Other,5,38808,11,1,3,1,0,0,1,3,No,Travel_Rarely,2,1,3,2,4,3,No
465,53,Female,Single,IT,Software Engineer,2,3,Marketing,3,83163,11,1,8,4,3,1,1,2,No,Travel_Rarely,1,3,2,4,4,3,Yes
466,34,Female,Single,Research & Development,Research Scientist,2,3,Life Sciences,1,76110,17,1,9,4,3,2,4,2,No,Travel_Rarely,4,3,3,2,3,3,No
467,22,Female,Divorced,Research & Development,Manufacturing Director,1,3,Human Resources,2,55187,16,1,3,2,1,1,2,2,No,Travel_Rarely,2,3,3,1,2,3,No
468,39,Male,Married,Sales,Sales Manager,1,3,Medical,2,45285,12,2,5,2,1,1,3,2,No,Travel_Frequently,4,1,3,3,4,3,No
469,21,Male,Married,Research & Development,Laboratory Technician,1,2,Marketing,8,56558,11,1,3,1,0,1,6,3,Yes,Travel_Rarely,4,3,3,3,3,3,No
470,35,Male,Divorced,Human Resources,HR Executive,2,4,Marketing,2,50499,17,0,3,1,0,0,2,2,No,Travel_Rarely,4,1,2,3,2,3,No
471,38,Female,Single,Research & Development,Laboratory Technician,2,4,Human Resources,13,66281,15,1,9,3,2,2,2,1,No,Non-Travel,3,1,3,3,2,3,No
472,25,Male,Single,Sales,Sales Representative,1,3,Life Sciences,1,45911,14,2,2,0,0,0,1,2,No,Travel_Rarely,1,3,2,4,3,3,No
473,48,Female,Divorced,Human Resources,HR Executive,1,4,Life Sciences,1,42891,13,2,1,0,0,0,2,2,Yes,Travel_Rarely,3,3,3,3,4,4,Yes
474,46,Male,Divorced,Sales,Sales Representative,3,1,Marketing,1,72201,18,0,14,13,7,1,4,4,No,Non-Travel,2,3,3,2,3,3,No
475,40,Male,Single,Research & Development,Laboratory Technician,1,3,Marketing,1,50142,16,1,8,3,1,0,3,5,Yes,Non-Travel,3,3,2,4,4,3,No
476,34,Female,Divorced,Research & Development,R&D Manager,2,3,Technical Degree,23,64651,18,0,4,1,0,0,2,2,Yes,Travel_Frequently,4,4,3,3,2,3,Yes
477,28,Female,Single,Research & Development,Manufacturing Director,1,4,Medical,1,41098,11,2,3,3,2,0,2,1,No,Travel_Rarely,1,3,2,3,3,3,Yes
478,56,Female,Single,Research & Development,R&D Manager,1,2,Marketing,5,52882,19,0,4,3,2,1,2,6,No,Travel_Rarely,4,3,3,2,1,3,No
479,60,Male,Single,Sales,Sales Executive,1,4,Human Resources,1,43910,19,0,3,0,0,0,4,4,No,Travel_Rarely,3,4,3,4,4,3,Yes
480,27,Male,Divorced,Finance,Accountant,2,3,Human Resources,1,68590,23,0,9,7,5,2,3,1,Yes,Travel_Rarely,1,3,2,3,3,4,Yes
481,33,Male,Married,Research & Development,R&D Manager,1,3,Human Resources,13,56869,18,1,5,1,0,0,1,1,No,Travel_Rarely,4,4,2,3,2,4,No
482,43,Female,Married,IT,IT Manager,2,3,Medical,6,63467,11,1,8,2,1,0,8,2,No,Travel_Rarely,3,1,4,3,1,3,No
483,45,Male,Divorced,Sales,Sales Representative,1,4,Marketing,10,46903,12,1,9,6,2,0,2,5,No,Non-Travel,4,4,4,4,4,3,No
484,40,Male,Married,Sales,Sales Representative,1,4,Other,13,41402,14,2,7,0,0,0,4,0,Yes,Travel_Frequently,3,4,2,3,2,3,Yes
485,35,Male,Married,Finance,Financial Analyst,3,4,Human Resources,1,84492,15,2,11,9,8,3,2,5,No,Travel_Rarely,3,2,2,3,3,3,Yes
486,49,Male,Married,IT,IT Manager,1,4,Marketing,2,54699,14,1,8,1,0,0,5,0,No,Non-Travel,2,3,3,3,2,3,No
487,32,Female,Married,Sales,Sales Representative,3,4,Technical Degree,4,78430,13,0,5,4,2,2,1,5,No,Travel_Rarely,3,2,1,3,4,3,No
488,20,Female,Single,Research & Development,Laboratory Technician,1,5,Medical,1,43332,18,3,1,0,0,0,5,5,No,Travel_Rarely,2,1,2,4,1,3,Yes
489,20,Female,Divorced,Research & Development,Laboratory Technician,2,3,Life Sciences,2,67445,15,2,1,0,0,0,3,1,Yes,Travel_Rarely,4,4,3,3,2,3,Yes
490,43,Male,Single,Sales,Sales Representative,1,2,Human Resources,15,43091,21,2,4,3,2,1,3,6,No,Travel_Rarely,2,3,2,1,4,3,No
491,30,Male,Single,Research & Development,Manufacturing Director,2,3,Human Resources,5,66163,17,1,1,0,0,0,3,2,Yes,Non-Travel,1,2,3,3,4,3,No
492,25,Female,Married,Sales,Sales Executive,1,2,Human Resources,6,37849,20,0,7,3,2,0,2,3,No,Travel_Rarely,4,3,3,2,2,4,No
493,32,Male,Single,Research & Development,Research Scientist,1,4,Marketing,1,41133,12,1,4,1,0,1,4,6,No,Travel_Rarely,3,4,3,4,4,3,No
494,44,Male,Single,Sales,Sales Executive,2,3,Human Resources,1,49451,11,0,9,4,1,0,2,3,No,Travel_Rarely,4,1,3,3,3,3,No
495,31,Male,Single,Research & Development,R&D Manager,3,2,Technical Degree,17,84234,16,0,7,7,4,0,6,4,Yes,Travel_Rarely,3,1,4,4,1,3,No
496,20,Female,Single,IT,Software Engineer,1,3,Technical Degree,1,56773,14,0,2,0,0,0,2,4,No,Travel_Rarely,4,1,4,4,3,3,Yes
497,43,Male,Married,Research & Development,R&D Manager,1,4,Other,30,47590,18,1,3,1,0,0,7,3,No,Travel_Rarely,4,1,4,4,4,3,No
498,27,Female,Divorced,Research & Development,Laboratory Technician,1,5,Technical Degree,2,48080,17,2,9,3,1,3,4,2,Yes,Travel_Frequently,4,1,1,3,4,3,Yes
499,36,Female,Single,Research & Development,Manufacturing Director,1,2,Marketing,3,54597,18,0,7,3,0,1,5,0,Yes,Travel_Frequently,4,4,3,3,2,3,No
500,42,Female,Single,Sales,Sales Manager,2,3,Medical,1,58082,17,0,4,3,1,1,3,3,No,Travel_Rarely,4,4,3,3,4,4,No
501,46,Female,Divorced,Finance,Financial Analyst,1,3,Other,7,58045,21,1,10,4,3,2,6,4,Yes,Travel_Frequently,4,4,3,3,4,3,No
502,34,Female,Married,Sales,Sales Manager,3,4,Medical,1,65016,11,0,10,9,6,1,2,4,Yes,Travel_Rarely,2,4,3,4,4,3,No
503,20,Male,Divorced,Sales,Sales Manager,2,4,Marketing,20,48403,17,1,2,0,0,0,1,5,No,Travel_Rarely,4,1,2,4,2,3,No
504,33,Male,Married,Sales,Sales Manager,3,3,Human Resources,7,65620,19,0,10,5,4,2,2,3,No,Non-Travel,4,3,3,3,4,3,No
505,33,Male,Married,IT,Software Engineer,2,4,Marketing,4,86346,11,0,4,0,0,0,2,2,No,Travel_Rarely,3,3,4,2,3,4,No
506,39,Female,Divorced,Finance,Finance Manager,5,1,Other,17,124011,16,0,20,19,6,4,0,1,Yes,Travel_Rarely,4,4,2,1,3,3,No
507,39,Male,Single,Sales,Sales Executive,5,4,Human Resources,9,97347,16,2,21,16,11,3,1,2,Yes,Travel_Frequently,1,1,2,4,4,3,No
508,20,Female,Married,IT,IT Manager,1,4,Human Resources,2,57960,12,0,2,0,0,0,4,3,No,Travel_Rarely,3,4,3,2,3,3,No
509,39,Male,Married,Finance,Accountant,5,4,Technical Degree,19,120589,11,0,19,18,13,9,3,2,No,Travel_Rarely,3,1,3,3,4,3,No
510,32,Male,Divorced,IT,Data Analyst,1,3,Human Resources,1,65815,18,1,7,1,0,0,2,4,No,Travel_Frequently,4,1,3,2,4,4,No
511,42,Male,Single,Sales,Sales Manager,2,3,Other,26,64818,13,0,6,4,2,0,2,3,No,Travel_Rarely,2,3,1,1,4,4,No
512,30,Female,Married,Sales,Sales Executive,1,2,Medical,3,41218,17,0,7,1,0,0,2,1,Yes,Travel_Frequently,4,4,3,3,3,3,Yes
513,30,Male,Single,Research & Development,Manufacturing Director,2,3,Marketing,1,73036,18,0,11,10,9,0,2,3,No,Non-Travel,2,1,2,3,4,3,No
514,45,Female,Married,IT,Software Engineer,2,2,Technical Degree,3,77169,13,1,2,1,0,1,2,1,Yes,Travel_Rarely,3,4,3,3,2,3,No
515,31,Female,Married,IT,Software Engineer,4,3,Life Sciences,19,132633,19,0,11,10,7,1,4,4,Yes,Travel_Frequently,4,1,2,3,1,3,No
516,21,Male,Divorced,Research & Development,Manufacturing Director,1,3,Technical Degree,11,50386,20,2,3,1,0,1,5,1,No,Travel_Rarely,4,1,3,3,3,4,Yes
517,23,Male,Married,Research & Development,R&D Manager,2,5,Human Resources,6,64207,20,1,4,0,0,0,2,3,Yes,Travel_Rarely,2,3,2,3,4,4,No
518,38,Male,Married,Sales,Sales Representative,1,3,Technical Degree,2,39795,11,1,7,7,3,1,4,4,No,Travel_Rarely,3,1,3,3,4,3,No
519,24,Male,Married,Sales,Sales Executive,2,4,Human Resources,1,55239,17,0,6,4,1,2,2,2,Yes,Travel_Rarely,4,3,3,3,4,3,No
520,24,Male,Married,Research & Development,Manufacturing Director,1,4,Life Sciences,1,54556,13,1,6,4,2,0,1,5,Yes,Travel_Frequently,2,3,3,4,3,3,No
521,49,Female,Married,Sales,Sales Representative,1,1,Other,1,43146,11,0,8,1,0,1,6,4,No,Travel_Rarely,1,1,2,3,3,3,Yes
522,29,Male,Married,IT,Software Engineer,1,4,Other,3,53812,12,1,4,0,0,0,2,2,No,Non-Travel,4,3,2,2,2,3,No
523,32,Male,Divorced,Research & Development,Research Scientist,2,4,Medical,5,72682,17,1,8,8,7,0,3,1,Yes,Travel_Rarely,3,2,3,4,3,3,No
524,60,Female,Single,Research & Development,Manufacturing Director,1,3,Life Sciences,7,57552,17,1,3,3,2,0,5,2,Yes,Travel_Frequently,3,1,3,2,4,3,No
525,52,Male,Married,Sales,Sales Manager,5,2,Human Resources,1,95255,15,0,14,14,5,1,0,2,No,Travel_Frequently,4,2,4,3,4,3,No
526,48,Male,Single,IT,IT Support,1,3,Technical Degree,11,61048,18,0,5,3,2,1,5,3,Yes,Travel_Rarely,2,1,3,2,1,4,No
527,36,Male,Married,Sales,Sales Representative,2,1,Human Resources,17,50182,17,1,9,4,3,1,3,3,No,Travel_Rarely,4,1,3,2,3,3,No
528,39,Male,Married,Sales,Sales Executive,1,2,Technical Degree,6,39545,13,0,6,3,1,1,3,2,No,Travel_Rarely,4,3,4,2,2,3,No
529,27,Female,Married,Human Resources,HR Executive,1,5,Life Sciences,20,33093,11,1,3,0,0,0,4,2,No,Travel_Rarely,3,1,3,3,4,3,Yes
530,48,Male,Single,Research & Development,Manufacturing Director,1,4,Medical,10,43754,16,0,5,2,1,1,2,6,Yes,Travel_Rarely,4,3,1,3,3,3,No
531,37,Female,Married,Finance,Financial Analyst,1,3,Human Resources,5,44049,11,0,4,2,1,2,4,2,No,Non-Travel,4,3,4,3,3,3,Yes
532,36,Male,Married,Sales,Sales Representative,1,3,Technical Degree,4,42148,13,1,0,0,0,0,1,2,Yes,Travel_Rarely,1,4,3,4,2,3,No
533,39,Female,Married,Sales,Sales Executive,3,5,Medical,8,68622,15,1,7,6,5,1,2,2,No,Travel_Frequently,2,1,3,3,3,3,Yes
534,51,Female,Married,Sales,Sales Representative,1,4,Life Sciences,40,40489,11,1,4,2,1,2,1,2,No,Travel_Rarely,4,4,2,3,4,3,No
535,40,Male,Married,IT,Software Engineer,2,2,Technical Degree,14,80498,11,1,0,0,0,0,3,2,No,Travel_Rarely,3,2,4,1,3,4,No
536,23,Male,Single,Sales,Sales Manager,2,2,Medical,10,60542,11,0,5,3,1,1,1,2,No,Travel_Frequently,1,3,3,3,4,4,Yes
537,34,Male,Single,Sales,Sales Manager,1,3,Other,5,47900,14,1,4,0,0,0,3,2,No,Travel_Rarely,2,4,3,3,4,3,No
538,31,Female,Married,IT,Data Analyst,3,2,Marketing,1,103491,11,0,10,10,4,5,3,4,No,Travel_Rarely,2,2,3,3,4,3,No
539,38,Male,Single,Sales,Sales Executive,1,4,Medical,2,42246,12,1,5,5,4,1,2,3,Yes,Travel_Rarely,1,4,1,1,4,3,Yes
540,35,Male,Single,Research & Development,R&D Manager,1,4,Medical,16,47134,15,0,3,0,0,0,2,3,No,Travel_Rarely,4,4,3,3,3,4,No
541,24,Female,Married,Research & Development,R&D Manager,1,4,Medical,1,52654,16,0,4,2,1,2,1,4,No,Travel_Rarely,3,4,3,2,2,3,No
542,30,Male,Single,Research & Development,R&D Manager,2,2,Life Sciences,3,63569,19,1,8,5,1,2,2,4,No,Travel_Rarely,3,3,1,3,4,4,No
543,30,Male,Married,IT,Data Analyst,3,4,Other,2,91627,12,1,12,6,4,1,4,2,No,Travel_Frequently,4,4,3,2,3,3,No
544,29,Male,Married,Research & Development,Manufacturing Director,3,3,Marketing,10,88201,12,2,9,7,2,4,3,3,No,Travel_Rarely,4,1,3,3,2,3,Yes
545,49,Female,Single,Research & Development,Laboratory Technician,2,2,Technical Degree,2,57630,17,1,6,4,3,1,5,3,No,Travel_Frequently,1,1,3,2,3,3,No
546,39,Female,Married,Research & Development,R&D Manager,1,3,Marketing,3,42693,16,1,8,5,3,1,2,2,No,Travel_Frequently,3,2,4,3,2,3,No
547,32,Male,Single,Research & Development,Laboratory Technician,1,4,Marketing,10,47123,13,0,5,1,0,1,4,3,No,Non-Travel,2,1,3,3,4,3,No
548,42,Male,Single,Sales,Sales Executive,1,3,Marketing,11,44734,13,0,14,7,5,5,2,3,No,Travel_Rarely,3,4,2,2,3,3,No
549,20,Male,Married,Research & Development,Laboratory Technician,1,3,Human Resources,2,51774,11,1,2,0,0,0,1,2,No,Travel_Frequently,2,4,3,2,4,3,No
550,34,Male,Married,Sales,Sales Representative,5,2,Medical,11,109203,17,0,16,14,7,0,4,2,No,Travel_Frequently,3,4,3,2,1,3,Yes
551,39,Female,Divorced,Sales,Sales Representative,2,3,Technical Degree,7,52689,17,0,10,4,1,1,3,3,No,Non-Travel,4,4,3,3,1,4,No
